ID	NAME	logFC: WT NaCl response	FDR: WT NaCl response	logFC: msn24 mutant NaCl response	FDR: msn24 mutant NaCl response	logFC: yap1 mutant NaCl response	FDR: yap1 mutant NaCl response	logFC: skn7 mutant NaCl response	FDR: skn7 mutant NaCl response	logFC: WT EtOH response	FDR: WT EtOH response	logFC:  msn24 mutant EtOH response	FDR:  msn24 mutan  EtOH response	logFC:  yap1 mutant EtOH response	FDR:  yap1 mutant EtOH response	logFC:  skn7 mutant EtOH response	FDR:  skn7 mutant EtOH response	logFC: WT v msn24 mutant: NaCl response	FDR: WT v msn24 mutant: NaCl response	logFC: WT v yap1 mutant: NaCl response	FDR: WT v yap1 mutant: NaCl response	logFC: WT v skn7 mutant: NaCl response	FDR: WT v skn7 mutant NaCl response	logFC: WT v msn24 mutant: EtOH response	FDR: WT v msn24 mutant: EtOH response	logFC: WT v yap1 mutant: EtOH response	FDR: WT v yap1 mutant: EtOH response	logFC: WT v skn7 mutant: EtOH response	FDR: WT v skn7 mutant: EtOH response
YAL067C	SEO1          Putative permease	0.41902803	0.47001596	0.108682607	0.857877248	-1.163817452	0.031326569	-0.93581307	0.033630717	-0.188749265	0.772135551	1.662008478	0.001047748	1.047432245	0.014009737	0.544701514	0.149243336	-0.310345425	0.906632163	-1.582845484	0.118064473	-1.354841102	0.122077332	1.850757743	0.063177562	1.23618151	0.31979981	0.733450779	0.576530686
YAL068C	PAU8          NA	1.94719066	0.03412246	1.735328703	0.021639006	1.241736519	0.148205072	-0.412271626	0.59612244	4.042924421	1.59E-06	2.414076966	0.000816793	2.659374759	0.000455874	1.441109984	0.017465009	-0.21186196	0.96009335	-0.705454145	0.729427385	-2.35946229	0.099683823	-1.628847454	0.294960043	-1.383549662	0.51673794	-2.601814437	0.086255946
YAR002C-A	ERP1          Member of the p24 family involved in ER to Golgi transport	-0.0885308	0.42315686	0.027795331	0.810888408	0.524612507	1.05E-05	0.293724445	0.008908849	0.451245783	8.59E-05	0.451028493	9.66E-05	0.501275201	1.86E-05	0.299054045	0.006853217	0.116326098	0.76368798	0.613143275	0.001272881	0.382255213	0.038234737	-0.00021729	0.999998204	0.050029418	0.88867191	-0.152191738	0.578125491
YAR002W	NUP60          FG-nucleoporin component of central core of the nuclear pore complex	-0.5395363	2.28E-07	-0.452061038	7.11E-06	-0.832451361	9.02E-12	-0.476494816	3.47E-06	-0.052619158	0.568554745	0.222591087	0.015468802	-0.167428273	0.066552597	-0.074399326	0.42081279	0.087475227	0.797179372	-0.292915096	0.078383517	0.06304145	0.741392501	0.275210245	0.084300784	-0.114809115	0.64088601	-0.021780168	0.94038763
YAR003W	SWD1          Subunit of the COMPASS (Set1C) complex	0.38231232	7.36E-05	0.394041698	5.51E-05	0.296867331	0.001777473	0.215331393	0.02173728	0.904427303	1.88E-13	0.728354598	1.35E-10	0.560329128	8.36E-08	0.581709297	3.01E-08	0.011729379	0.983113812	-0.085444988	0.665536804	-0.166980926	0.312976345	-0.176072705	0.297252081	-0.344098175	0.06196959	-0.322718006	0.079859453
YAR007C	RFA1          Subunit of heterotrimeric Replication Protein A (RPA)	0.51718938	1.12E-07	0.427929061	5.05E-06	0.217920423	0.011974993	0.261559119	0.003024591	0.66004883	2.84E-10	0.743752442	1.30E-11	0.334894868	0.000169721	0.516698611	9.51E-08	-0.089260322	0.768398589	-0.299268961	0.048310346	-0.255630265	0.077924186	0.083703611	0.639022194	-0.325153963	0.05932254	-0.143350219	0.487258144
YAR008W	SEN34          Subunit of the tRNA splicing endonuclease	-0.8457101	2.21E-07	-0.919128872	8.66E-08	-0.855592619	2.93E-07	-0.773289286	1.82E-06	-1.27765893	1.60E-11	-0.940501517	3.56E-08	-1.717003862	6.03E-15	-1.322766565	4.50E-12	-0.073418821	0.910267022	-0.009882567	0.980839438	0.072420765	0.81502624	0.337157413	0.208970695	-0.439344932	0.17977274	-0.045107635	0.924067258
YAR014C	BUD14          Protein involved in bud-site selection	-0.3059238	0.0003412	-0.217124428	0.009199431	-0.452943516	9.19E-07	-0.098448943	0.239645711	-0.64309549	2.68E-10	-0.73513537	7.53E-12	-0.737335214	5.98E-12	-0.631534536	3.73E-10	0.088799402	0.758657995	-0.147019686	0.356821357	0.207474887	0.144054266	-0.09203988	0.589883933	-0.094239724	0.6802581	0.011560954	0.96809241
YAR015W	ADE1          N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase	-1.121217	3.05E-14	-0.408166339	0.000179493	-1.580052281	7.09E-19	-1.592939216	1.02E-18	-2.710505842	8.04E-27	-2.404971329	4.62E-25	-2.650472553	1.13E-26	-3.022421	1.17E-28	0.713050647	0.000138407	-0.458835295	0.012514036	-0.47172223	0.00715964	0.305534513	0.118767475	0.060033289	0.86767844	-0.311915158	0.184217251
YAR018C	KIN3          Nonessential serine/threonine protein kinase	-0.8235251	3.30E-09	-0.933760685	2.39E-10	-0.78180305	1.71E-08	-0.377511576	0.001832177	-0.927782072	1.80E-10	-0.640552797	7.30E-07	-0.931741072	1.70E-10	-0.733349958	5.14E-08	-0.110235625	0.800452688	0.041722009	0.884236841	0.446013483	0.02265508	0.287229275	0.171681008	-0.003959	0.99432848	0.194432114	0.496432331
YAR019C	CDC15          Hippo-like kinase of the Mitotic Exit Network	1.05015284	2.35E-11	0.836640839	1.14E-08	0.712492321	4.17E-07	0.619132706	6.19E-06	0.852013015	5.33E-09	0.379963346	0.002860859	0.961712705	2.50E-10	0.864877993	3.25E-09	-0.213511998	0.536695827	-0.337660516	0.133713736	-0.431020131	0.038110694	-0.472049669	0.025343456	0.10969969	0.75962181	0.012864978	0.976576784
YAR020C	PAU7          Member of the seripauperin multigene family	1.04559921	0.00093365	1.136464322	0.000630259	1.304919127	0.000129489	0.69955671	0.028856134	1.408426962	1.48E-05	0.959201639	0.003228133	1.762179009	4.90E-07	1.438709829	8.29E-06	0.090865108	0.958677146	0.259319914	0.711772318	-0.346042503	0.567393121	-0.449225323	0.472287574	0.353752047	0.68127792	0.030282867	0.977155909
YAR023C	YAR023C          Putative integral membrane protein	1.10635959	5.10E-09	0.889900162	1.02E-06	0.909345964	9.12E-07	0.449620865	0.007954653	1.724858033	9.60E-15	1.222554413	4.47E-10	1.914777205	4.88E-16	1.539717301	3.32E-13	-0.216459425	0.671395726	-0.197013623	0.559644056	-0.656738722	0.015872632	-0.50230362	0.069436733	0.189919172	0.66115524	-0.185140732	0.652468821
YAR027W	UIP3          Putative integral membrane protein of unknown function	-0.1831456	0.46335314	-0.259244176	0.307683702	0.266717256	0.291733152	0.030390965	0.910965793	-0.076627181	0.764753984	-0.550167686	0.02939314	-0.085319219	0.743023339	-0.476845829	0.053181202	-0.076098575	0.956011055	0.449862856	0.347707928	0.213536566	0.662810892	-0.473540506	0.31068493	-0.008692038	0.99432848	-0.400218649	0.506390195
YAR028W	YAR028W          Killer toxin defense factor	-0.2258967	0.15061011	-0.182526025	0.262465176	-0.211010406	0.187363448	-0.467347651	0.003959562	0.391841514	0.011596401	0.359323949	0.021915059	0.237237237	0.122472336	-0.14278731	0.354345815	0.043370721	0.96009335	0.01488634	0.972634247	-0.241450905	0.405681964	-0.032517565	0.928214979	-0.154604277	0.72445659	-0.534628824	0.088307342
YAR029W	YAR029W          Member of DUP240 gene family but contains no transmembrane domains	0.53265717	0.00027729	0.137363858	0.339662269	0.315178036	0.030622925	0.041436011	0.789823631	1.202467673	9.87E-12	0.716554666	2.00E-06	1.214653486	8.23E-12	0.944110749	3.86E-09	-0.395293316	0.219141361	-0.217479138	0.445246248	-0.491221163	0.039429677	-0.485913007	0.03889641	0.012185813	0.98576227	-0.258356924	0.421322874
YAR031W	PRM9          Pheromone-regulated protein	-1.2466465	2.86E-09	-1.367292146	3.09E-10	-1.18870873	9.53E-09	-1.19679822	5.18E-09	0.147163858	0.370685974	0.128155913	0.435573404	0.11530525	0.48274203	-0.089293274	0.585921	-0.120645654	0.873934028	0.057937763	0.893055668	0.049848273	0.895015176	-0.019007945	0.96096873	-0.031858609	0.95636299	-0.236457132	0.557199228
YAR033W	"MST28          Putative integral membrane protein, involved in vesicle formation"	-0.4465228	0.05006419	-0.075997295	0.750298477	-0.078749425	0.744611649	-0.16068629	0.493945485	-0.313532592	0.167503476	-0.089165072	0.704055862	-0.127528486	0.5864199	-0.344710569	0.123066943	0.370525488	0.573192599	0.367773359	0.420935752	0.285836494	0.506563865	0.22436752	0.63506735	0.186004106	0.78228623	-0.031177977	0.968242533
YAR035W	YAT1          Outer mitochondrial carnitine acetyltransferase	1.08245223	0.01023673	1.786386597	0.000181741	0.764228245	0.112293454	0.911504818	0.033634788	-0.886290909	0.065685766	0.604854213	0.211968853	-0.366091287	0.487989575	-0.695051147	0.129852511	0.703934369	0.582061497	-0.318223983	0.755763089	-0.17094741	0.853814596	1.491145123	0.075319495	0.520199622	0.71680398	0.191239762	0.901075916
YAR042W	SWH1          Protein similar to mammalian oxysterol-binding protein	0.47308692	3.23E-06	0.190861082	0.041095893	0.430876198	1.84E-05	0.454074733	8.18E-06	0.110074774	0.234359827	0.101229991	0.282313781	0.347543483	0.000317553	0.271966044	0.003773798	-0.282225834	0.167528975	-0.042210718	0.849322294	-0.019012183	0.927076544	-0.008844784	0.967550967	0.237468709	0.25181963	0.16189127	0.465664899
YAR050W	FLO1          Lectin-like protein involved in flocculation	0.75684391	6.26E-08	0.670216024	1.29E-06	0.96553963	4.52E-10	0.758561397	1.35E-07	0.539228825	3.18E-05	0.667727783	1.21E-06	0.877937488	3.67E-09	0.615441426	5.09E-06	-0.086627886	0.867687962	0.208695721	0.387270491	0.001717487	0.995532001	0.128498958	0.614449056	0.338708663	0.20812672	0.076212601	0.835505156
YAR062W	NA          NA	0.38802624	0.24462456	0.535540446	0.105762741	1.401171359	0.000385341	0.865232555	0.022330322	0.449037765	0.178775961	-0.005796211	0.987978752	1.481782403	0.000144115	0.793285033	0.030305193	0.14751421	0.921735154	1.013145123	0.12063785	0.477206318	0.471442259	-0.454833977	0.499012204	1.032744638	0.18092043	0.344247267	0.720548596
YAR068W	YAR068W          NA	-0.8464414	4.96E-07	-0.552829685	0.000384295	0.118316572	0.438969826	-0.041673479	0.797586432	-2.408794033	9.91E-20	-2.323026703	4.63E-19	-2.695115864	2.98E-21	-3.111940628	2.51E-23	0.293611736	0.458570109	0.964757993	0.000265624	0.804767942	0.001394398	0.08576733	0.799623764	-0.286321831	0.42940947	-0.703146595	0.016948467
YAR071W	PHO11          One of three repressible acid phosphatases	-0.0097389	0.97953224	0.359508861	0.326908538	1.895697859	4.26E-05	0.241317068	0.539835744	1.741071852	2.82E-06	2.02649667	1.83E-07	3.6057944	4.43E-12	1.951334247	4.65E-07	0.369247781	0.775159789	1.905436778	0.006374896	0.251055988	0.742444301	0.285424818	0.696544702	1.864722548	0.01157331	0.210262395	0.837115034
YAR073W	NA          NA	-1.3187634	0.11602946	0.714305856	0.284479278	1.051160411	0.147741699	0.329191049	0.688796745	-1.042966315	0.209586238	-2.483097077	0.007029947	-0.524114169	0.5441151	-1.88269518	0.054268571	2.033069242	0.246919235	2.369923797	0.093261141	1.647954435	0.251308181	-1.440130761	0.408617001	0.518852147	0.8460657	-0.839728864	0.736069547
YBL001C	ECM15          Non-essential protein of unknown function	0.07988939	0.58449711	-0.563031736	0.000323665	0.637942772	3.12E-05	0.000455785	0.998124655	0.467938115	0.001367531	-0.721481812	8.04E-06	0.560989134	0.00016553	0.149794788	0.295215413	-0.642921122	0.022262529	0.558053385	0.026349261	-0.079433601	0.793473449	-1.189419927	2.89E-06	0.093051019	0.83148619	-0.318143327	0.31853149
YBL002W	HTB2          Histone H2B	-0.926173	9.92E-15	-0.813830498	5.79E-13	-0.878222193	6.74E-14	-0.509725217	1.32E-07	-1.077751069	4.82E-17	-1.015865509	5.09E-16	-1.356216723	1.96E-20	-1.57572804	1.01E-22	0.112342472	0.669178967	0.047950777	0.804662786	0.416447753	0.002965313	0.061885559	0.736669348	-0.278465655	0.10711397	-0.497976972	0.00172258
YBL003C	HTA2          Histone H2A	-1.5771726	6.56E-13	-1.167906871	2.12E-09	-1.923613544	2.89E-15	-1.55844116	2.14E-12	-1.042752612	2.29E-08	-1.03794429	2.89E-08	-1.34404899	4.83E-11	-1.306413015	1.08E-10	0.409265692	0.283951584	-0.346440981	0.256037625	0.018731404	0.959521237	0.004808322	0.991816799	-0.301296378	0.43025731	-0.263660404	0.498950345
YBL004W	UTP20          Component of the small-subunit (SSU) processome	-0.887322	4.68E-11	-1.242539654	2.39E-15	-1.288844076	8.39E-16	-0.469808384	4.10E-05	-3.148055783	3.71E-29	-2.65840908	1.54E-26	-3.38465683	3.45E-30	-3.094411556	7.13E-29	-0.355217626	0.115554102	-0.401522047	0.031703698	0.417513645	0.018673459	0.489646704	0.006783883	-0.236601046	0.34496509	0.053644227	0.870301829
YBL005W	PDR3          Transcriptional activator of the pleiotropic drug resistance network	0.66686349	1.92E-07	0.603870862	1.50E-06	0.274749538	0.017941273	0.218528841	0.06011898	-0.018239303	0.879258257	-0.051999207	0.660700921	-0.108010214	0.351318805	-0.262111846	0.022779628	-0.062992629	0.903688691	-0.392113953	0.052310947	-0.44833465	0.018409995	-0.033759904	0.901033527	-0.089770911	0.79213523	-0.243872543	0.346984568
YBL005W-A	YBL005W-A          Retrotransposon TYA Gag gene co-transcribed with TYB Pol	-0.6851768	0.00367556	-0.869262821	0.000407925	-1.232721962	9.23E-06	-0.935515699	0.000407695	1.723456441	6.54E-11	3.570484609	7.06E-21	1.313704638	9.19E-08	2.045668979	7.60E-13	-0.184086033	0.845805659	-0.547545174	0.234382133	-0.250338911	0.597491493	1.847028168	5.66E-07	-0.409751803	0.41604494	0.322212538	0.536096362
YBL005W-B	YBL005W-B          Retrotransposon TYA Gag and TYB Pol genes	0.37174014	0.08116349	0.514646226	0.022410443	0.207884351	0.390434344	0.537769418	0.018429439	1.911874077	1.81E-12	4.395994532	7.70E-24	2.007164234	1.95E-12	2.212912491	4.05E-14	0.142906085	0.885384486	-0.16385579	0.74696542	0.166029277	0.709668866	2.484120455	4.90E-10	0.095290157	0.89078958	0.301038414	0.559464503
YBL006C	LDB7          Component of the RSC chromatin remodeling complex	-0.4887597	0.00023331	-0.280256332	0.030156023	-0.236756794	0.064525203	-0.11756336	0.370384005	-0.032080171	0.804930596	0.14869518	0.243803694	-0.106754907	0.399913136	-0.036260934	0.783044356	0.208503376	0.573192599	0.252002915	0.30028106	0.371196348	0.086402272	0.180775351	0.467494535	-0.074674736	0.85033188	-0.004180763	0.992429336
YBL007C	SLA1          Cytoskeletal protein binding protein	0.89239409	3.79E-10	0.661521597	3.91E-07	0.951897893	7.74E-11	0.575522896	6.13E-06	1.162140698	1.73E-13	0.52514961	2.30E-05	1.131578309	3.70E-13	0.961687211	4.00E-11	-0.230872492	0.4478612	0.059503804	0.828401575	-0.316871193	0.108279243	-0.636991088	0.001006629	-0.030562389	0.93947993	-0.200453487	0.466591683
YBL008W	HIR1          Subunit of the HIR complex	-0.5786201	1.90E-06	-0.697521375	5.71E-08	-0.65829929	2.31E-07	-0.215518801	0.054842642	-0.898669279	1.09E-10	-0.848165283	4.47E-10	-1.129702093	2.15E-13	-0.847741845	4.90E-10	-0.118901275	0.760284407	-0.079679189	0.749004084	0.363101299	0.050779659	0.050503995	0.842872825	-0.231032815	0.37973025	0.050927433	0.885269253
YBL009W	ALK2          Atypical protein kinase	-0.5860583	3.74E-09	-0.763010407	3.88E-12	-0.429019671	3.19E-06	-0.10681535	0.206364047	-2.126932133	5.65E-27	-1.660423385	2.92E-23	-2.374804899	1.83E-28	-1.998036514	3.97E-26	-0.176952091	0.407892887	0.157038645	0.327956619	0.479242966	0.000647039	0.466508748	0.001286466	-0.247872766	0.19948641	0.128895619	0.551856154
YBL010C	LAA2          Clathrin adaptor (adaptin) accessory protein	-0.1666009	0.27963416	-0.048743102	0.765268515	-0.450401673	0.005119444	-0.64151614	0.000110349	-0.414379523	0.008567783	-0.229419779	0.138508155	-0.467570125	0.00335105	-0.479975286	0.001991332	0.117857751	0.851813172	-0.28380082	0.345808269	-0.474915287	0.069732973	0.184959744	0.55837969	-0.053190602	0.92332964	-0.065595763	0.893741285
YBL011W	SCT1          Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase	-0.2230819	0.00936537	-0.743306708	1.74E-11	0.084167054	0.332330151	-0.010071973	0.91499172	0.0945203	0.262225142	-0.679349481	1.71E-10	0.3691877	4.14E-05	-0.019084545	0.831765516	-0.520224818	0.00075334	0.307248944	0.041175521	0.213009917	0.148077061	-0.77386978	3.35E-07	0.274667401	0.12073568	-0.113604845	0.596278587
YBL013W	FMT1          Methionyl-tRNA formyltransferase	1.24663082	4.85E-05	0.377153195	0.203133813	1.320050337	4.63E-05	0.988393419	0.000613605	0.637217021	0.033848992	0.17005303	0.574540142	0.723530667	0.020913412	0.549061092	0.047265531	-0.869477625	0.181027508	0.073419516	0.922145664	-0.258237402	0.644301086	-0.467163991	0.420106531	0.086313647	0.93704397	-0.088155929	0.92386105
YBL014C	RRN6          Component of the core factor (CF) rDNA transcription factor complex	-0.7586862	1.24E-10	-0.701857373	1.16E-09	-1.049813446	1.76E-14	-0.626047486	2.38E-08	-1.957733629	1.22E-23	-1.760533376	4.79E-22	-2.308792339	5.94E-26	-1.910522752	2.51E-23	0.056828857	0.89338265	-0.291127216	0.089047818	0.132638744	0.452950244	0.197200253	0.279046877	-0.35105871	0.08728008	0.047210877	0.878918686
YBL015W	ACH1          Protein with CoA transferase activity	1.23810162	6.77E-11	0.287891855	0.068010249	1.629990579	3.57E-14	1.00001314	2.78E-08	3.452198946	1.19E-25	1.38535559	4.46E-12	3.818275244	5.01E-27	2.629400923	1.79E-21	-0.950209769	0.000621552	0.391888954	0.15548711	-0.238088484	0.391783937	-2.066843356	1.01E-11	0.366076298	0.27045158	-0.822798023	0.003661157
YBL017C	PEP1          Type I transmembrane sorting receptor for multiple vacuolar hydrolases	0.93103143	7.51E-14	0.688033013	4.56E-10	1.033289861	3.50E-15	0.935146447	1.29E-13	1.646134542	1.99E-22	1.410161308	7.97E-20	1.549072457	1.79E-21	1.348321043	2.61E-19	-0.242998415	0.239778921	0.102258433	0.585296321	0.004115019	0.98297851	-0.235973233	0.138377085	-0.097062085	0.69609292	-0.297813499	0.104782174
YBL018C	POP8          Subunit of both RNase MRP and nuclear RNase P	-1.35035	3.98E-10	-1.099578641	6.87E-08	-1.441307313	2.38E-10	-0.782421056	4.05E-05	-2.7579466	2.37E-18	-2.304919448	3.06E-16	-3.632689064	7.54E-21	-3.102501991	2.39E-19	0.2507714	0.641240205	-0.090957272	0.831219036	0.567928985	0.055355419	0.453027151	0.19766302	-0.874742464	0.04631488	-0.344555391	0.492772608
YBL019W	APN2          Class II abasic (AP) endonuclease involved in repair of DNA damage	-0.0680887	0.67900742	0.250133722	0.117124532	-0.141690705	0.38854523	-0.035051355	0.842025518	0.57442621	0.000399167	0.538814637	0.000805168	0.505448423	0.001438175	0.520124372	0.001030329	0.31822245	0.450266738	-0.073601977	0.848194081	0.033037373	0.926971649	-0.035611573	0.922052062	-0.068977788	0.89422207	-0.054301839	0.915290091
YBL020W	RFT1          Membrane protein required for translocation of Man5GlcNac2-PP-Dol	0.14448764	0.19455503	0.155009478	0.167178266	0.221875285	0.048975015	0.198401183	0.081008937	-0.985600071	1.18E-11	-1.144300031	1.89E-13	-1.322051742	2.10E-15	-1.464268176	7.11E-17	0.010521837	0.985197883	0.077387644	0.758944547	0.053913542	0.82257768	-0.158699961	0.479860858	-0.336451671	0.16644885	-0.478668106	0.032293072
YBL021C	HAP3          Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex	0.00740016	0.9723548	0.073686513	0.741728153	0.082683618	0.711138697	0.194202558	0.364646922	0.241919418	0.233871896	0.135479887	0.526186388	0.192808436	0.361042959	0.08905964	0.67452665	0.066286352	0.953379576	0.075283457	0.883310189	0.186802396	0.648030537	-0.106439531	0.822441628	-0.049110982	0.94567967	-0.152859778	0.793042644
YBL022C	PIM1          ATP-dependent Lon protease	0.63641311	3.60E-07	0.177891537	0.110125103	0.211789448	0.058044894	0.310511066	0.006435528	0.639221648	2.96E-07	0.68189506	8.40E-08	0.555548878	4.13E-06	0.77944799	3.30E-09	-0.458521571	0.034110832	-0.424623661	0.029457214	-0.325902042	0.084099309	0.042673412	0.869661756	-0.08367277	0.80106285	0.140226342	0.621650116
YBL023C	MCM2          Protein involved in DNA replication	-0.5850957	3.27E-08	-0.856317432	2.45E-12	-0.489392182	1.60E-06	-0.205544722	0.026053783	-0.292793094	0.001587376	-0.23838327	0.009207996	-0.572796588	5.29E-08	-0.476086071	1.80E-06	-0.271221707	0.1837424	0.095703543	0.621683659	0.379551003	0.012660632	0.054409824	0.788682461	-0.280003494	0.14939112	-0.183292977	0.377695642
YBL024W	NCL1          S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase	-1.1351563	3.74E-18	-1.271218477	1.10E-19	-1.131873408	5.13E-18	-0.57335575	4.13E-09	-1.72592404	8.52E-25	-1.103141549	8.76E-18	-1.613362744	9.59E-24	-1.332678547	1.05E-20	-0.136062195	0.550729663	0.003282873	0.990574589	0.561800531	5.09E-05	0.622782491	8.09E-06	0.112561296	0.59227527	0.393245493	0.012020405
